"Lat_diff","DOM","followers","price","square","floor","subway","HouseAge","communityAverage","elevator"
0.370128999999999,29,20,43166,278,18,"1",4,69200,"1"
0.530051999999998,9,25,39946,191.51,4,"0",19,39177,"0"
0.424467,210,123,131389,136.77,25,"1",6,129361,"1"
0.564757,86,53,28741,161.79,7,"0",17,35860,"0"
0.518667999999998,98,48,34749,163.46,6,"1",17,46352,"0"
0.413488999999998,75,127,72531,162,21,"1",9,78232,"1"
0.522584999999999,154,64,34895,177.68,17,"1",14,33820,"1"
0.523071999999999,78,22,38654,134.14,6,"0",17,41411,"0"
0.351051999999996,109,0,56616,210.19,17,"1",14,51746,"1"
0.287965,56,26,67262,139.01,15,"1",10,69301,"1"
0.522584999999999,41,15,35045,149.81,17,"1",14,33820,"1"
0.313244999999995,53,45,53080,139.98,7,"1",10,49350,"1"
0.401221,70,167,70684,140.06,16,"1",16,61067,"1"
0.369489999999999,15,0,56717,134,24,"1",11,61178,"1"
0.358936,21,0,81177,150.29,14,"0",9,74295,"1"
0.256965999999998,58,17,47268,150.21,9,"1",15,43777,"1"
0.465986999999998,73,9,105084,134.75,18,"1",3,97258,"1"
0.359829999999995,28,75,51197,140.05,27,"0",8,54263,"1"
0.384757999999998,77,188,117870,142.53,6,"1",17,111889,"0"
0.330373999999999,61,69,82839,136.41,26,"1",17,81624,"1"
0.310049999999997,15,0,50449,134.79,5,"0",14,48809,"0"
0.410848999999999,28,23,67646,138.96,4,"0",14,64574,"0"
0.494102999999996,59,29,59467,153.7,10,"0",5,56762,"1"
0.476212999999994,6,0,79120,139.03,4,"1",14,74522,"0"
0.480357999999995,85,0,66143,140,27,"0",2,63708,"1"
0.443017999999995,136,109,70930,183.28,21,"1",14,60653,"1"
0.447544999999998,21,14,84094,146.86,14,"1",16,77927,"1"
0.325418999999997,7,5,64891,146.4,14,"0",11,63517,"1"
0.509567999999994,43,21,37621,158.16,7,"0",18,38156,"0"
0.359829999999995,9,0,52462,136.1,28,"1",8,54263,"1"
0.456871,43,19,91247,134.8,26,"1",10,82517,"1"
0.363796000000001,26,0,106039,196.06,29,"1",11,103114,"1"
0.582857999999995,92,8,40925,157.29,20,"1",8,40113,"1"
0.450800999999998,18,13,78532,177,13,"1",18,70082,"1"
0.517795999999997,48,12,34134,164.06,18,"1",14,37661,"1"
0.312576,49,22,89754,188.85,13,"1",8,89166,"1"
0.537129,78,0,60893,190.5,14,"0",4,58692,"1"
0.579003999999998,268,84,37956,173.89,17,"1",10,38883,"1"
0.386956999999995,61,53,81900,161.54,26,"0",16,80715,"1"
0.413488999999998,11,15,88455,152.62,21,"1",9,78232,"1"
0.403068999999995,63,13,63974,148.5,16,"0",19,59060,"1"
0.375839999999997,14,14,57723,146.39,6,"1",15,59186,"1"
0.549315,73,107,28758,156.48,7,"0",19,34854,"0"
0.304254,57,19,47708,140.44,6,"0",12,46072,"0"
0.429819999999999,52,36,60881,141.59,25,"1",22,54582,"1"
0.550053999999996,266,138,31731,189.09,4,"0",19,44446,"0"
0.557153999999997,68,13,54487,152.33,5,"1",6,54715,"1"
0.346426000000001,21,17,78973,149.04,20,"1",9,64222,"1"
0.220886,50,42,63310,139,18,"0",7,56901,"1"
0.454155999999998,43,12,68083,135.13,22,"1",16,65595,"1"
0.269635999999998,19,11,48868,148.36,7,"0",15,51327,"1"
0.384529999999998,61,0,96716,137,27,"0",12,91231,"1"
0.356389,7,0,89894,188,33,"1",12,106925,"1"
0.346426000000001,19,24,80885,148.36,26,"1",9,64222,"1"
0.482393999999999,24,81,53866,157.43,14,"0",14,57090,"1"
0.319795999999997,12,15,78547,146.41,17,"1",13,75950,"1"
0.359666999999995,42,36,44215,131.18,21,"1",16,43307,"1"
0.471407999999997,122,81,97261,134.69,10,"0",4,82571,"1"
0.365116,20,0,72833,131.81,13,"1",19,78052,"1"
0.517561999999998,117,32,40699,152.34,10,"0",9,38384,"1"
0.442211,58,38,82572,130.19,22,"1",18,77070,"1"
0.350676999999997,66,50,46205,140.68,16,"0",10,45177,"1"
0.376382999999997,20,5,72129,139.75,15,"1",9,70693,"1"
0.335003,61,70,40280,145.98,6,"0",11,44062,"0"
0.417224999999995,74,54,58669,136.36,24,"1",18,56982,"1"
0.517561999999998,2,8,45739,161.79,12,"0",9,38384,"1"
0.382058000000001,213,375,56718,225.68,14,"1",17,56223,"1"
0.432989999999997,3,3,51762,193,32,"1",17,62705,"1"
0.378988999999997,63,19,73242,161.11,9,"0",8,79198,"1"
0.313244999999995,53,200,54258,138.23,11,"1",12,49350,"1"
0.132062999999995,157,123,39800,135.68,25,"1",3,43597,"1"
0.580871999999999,60,73,40369,148.63,20,"1",11,42884,"1"
0.428804999999997,9,3,97403,154,11,"1",7,99095,"1"
0.334736999999997,21,6,73050,142.78,25,"1",14,77119,"1"
0.322240000000001,60,25,70387,137.81,21,"0",15,66778,"1"
0.315618000000001,58,51,67205,148.8,30,"0",16,60456,"1"
0.517795999999997,17,10,30813,135.01,13,"1",14,37661,"1"
0.414110000000001,91,9,91673,153.59,24,"1",18,83520,"1"
0.486585999999996,52,91,67071,138.66,9,"0",16,64123,"1"
0.479031999999997,58,50,73005,156.84,7,"1",19,107251,"0"
0.511806999999997,18,7,33845,162.51,6,"0",17,35931,"0"
0.522902999999999,52,21,41094,147.47,18,"0",13,36869,"1"
0.522705999999999,59,47,41010,130.7,6,"0",21,47794,"0"
0.378357999999999,3,11,107759,148.48,10,"1",17,98686,"1"
0.478961999999996,73,64,106674,174.27,25,"0",6,87365,"1"
0.365386999999998,72,25,59924,131,33,"1",9,56336,"1"
0.442211,19,9,56648,176,26,"1",16,77070,"1"
0.519208999999996,51,17,36255,146.74,6,"1",12,37700,"0"
0.44708,49,17,82361,162.7,23,"1",11,76223,"1"
0.364750000000001,4,5,51104,132.28,7,"0",15,46086,"0"
0.404131999999997,66,0,67516,157,24,"0",20,73469,"1"
0.319497999999996,80,68,55773,138.6,28,"1",16,51672,"1"
0.413905,48,53,85471,164.97,28,"1",15,86465,"1"
0.334212999999998,8,9,86879,188.77,24,"1",9,92359,"1"
0.245888999999998,8,9,33448,172.21,18,"1",15,46608,"1"
0.312756999999998,10,7,73998,243.25,12,"0",9,80807,"1"
0.312756999999998,1,0,75126,261.96,12,"0",11,80807,"1"
0.385051999999995,39,0,74362,242.06,6,"0",18,71853,"1"
0.181774999999995,55,5,53663,133.24,5,"1",14,43458,"0"
0.404592999999998,22,12,64893,139,10,"0",8,63949,"1"
0.421872,14,9,53533,141.97,16,"0",13,48169,"1"
0.340573999999997,46,2,68729,130.95,17,"0",5,57942,"1"
0.424467,33,80,138398,134.54,22,"1",5,129361,"1"
0.260235999999999,231,136,49315,154.52,6,"0",13,37362,"0"
0.311912,34,11,69006,189.84,12,"1",8,67612,"1"
0.553401000000001,13,29,33321,179.47,6,"0",18,34535,"0"
0.244080999999994,47,52,44419,137.33,7,"0",17,46927,"1"
0.245888999999998,10,11,33783,149.78,18,"1",15,46608,"1"
0.429819999999999,72,10,60739,141.59,25,"1",22,54582,"1"
0.312756999999998,35,21,96561,134.63,9,"0",9,80807,"1"
0.394788999999996,14,5,104956,140.06,26,"1",15,107168,"1"
0.517561999999998,69,82,37902,147.75,6,"0",10,38384,"0"
0.522902999999999,51,43,42614,140.8,14,"0",12,36869,"1"
0.379084999999996,16,24,44269,141.86,21,"0",17,58963,"1"
0.522371999999997,79,12,42597,137.57,6,"0",12,38281,"0"
0.389324999999999,64,1,56642,141.24,17,"1",18,83166,"1"
0.404348999999996,2,0,65081,134.91,23,"1",15,64573,"1"
0.549315,12,13,28591,183.28,6,"0",19,34854,"0"
0.379587999999998,4,8,64431,135.03,25,"0",11,58092,"1"
0.530994999999997,50,27,35915,142.84,6,"0",14,37735,"0"
0.304573999999995,10,3,48056,148.12,31,"1",16,49788,"1"
0.413488999999998,43,54,84122,153.35,21,"1",9,78232,"1"
0.380040000000001,56,352,60423,145.64,27,"0",10,62598,"1"
0.489246999999999,81,41,49243,132,18,"1",13,49956,"1"
0.486163999999995,83,25,108495,271.72,6,"0",6,100306,"1"
0.352103,67,39,60319,179.05,28,"1",18,52587,"1"
0.423459999999999,20,21,83886,135.9,22,"1",13,95820,"1"
0.484620999999997,76,15,68110,140.95,9,"0",13,60502,"1"
0.660460999999998,65,28,30730,148,6,"0",16,37478,"0"
0.522371999999997,228,144,37194,141.69,6,"0",12,38281,"0"
0.512065999999997,160,78,27408,256.86,32,"0",16,40934,"1"
0.483635999999997,56,58,67124,146,8,"0",8,63444,"1"
0.440306,62,37,80918,145.21,22,"0",12,82194,"1"
0.372391,1,0,76506,220.9,27,"1",13,65074,"1"
0.522584999999999,55,39,33669,169.3,13,"1",14,33820,"1"
0.512032999999995,94,38,49568,135.17,12,"0",14,49371,"1"
0.419584999999998,56,45,65930,143.79,19,"1",19,75239,"1"
0.361424999999997,43,30,49818,131.48,24,"1",15,56631,"1"
0.399856999999997,90,64,64596,162.24,12,"1",23,59499,"1"
0.391413,40,6,89712,220.15,11,"0",14,92672,"1"
0.416432,41,22,97273,139.3,26,"1",16,91516,"1"
0.391448999999994,63,47,89856,322.74,12,"0",9,91658,"1"
0.402218999999995,74,48,105971,144.38,7,"1",17,99655,"0"
0.383156999999997,4,20,85450,255.12,7,"1",13,87420,"1"
0.397221999999999,56,0,73793,142.29,25,"1",15,79557,"1"
0.382771999999996,213,301,64599,145.05,10,"1",18,74745,"1"
0.413488999999998,7,11,91560,152.36,21,"1",9,78232,"1"
0.368018999999997,50,5,68553,138.58,8,"1",13,55339,"1"
0.574242999999996,7,26,24736,160.9,6,"0",22,34641,"0"
0.358936,52,31,82110,160.76,18,"0",9,74295,"1"
0.390024999999994,68,40,82181,176.44,8,"0",4,84680,"1"
0.522371999999997,78,5,37742,135.66,6,"0",13,38281,"0"
0.212876999999999,10,3,40942,243.76,10,"0",5,55502,"1"
0.293077999999994,53,12,52954,176.76,10,"0",12,48141,"1"
0.357138999999997,203,79,90346,154.96,21,"1",14,81698,"1"
0.379298999999996,38,7,80214,136.51,23,"1",9,74468,"1"
0.575623,58,123,25737,144.54,7,"0",15,36090,"0"
0.406185000000001,78,68,68797,142.45,17,"1",14,58984,"1"
0.195625,68,29,36108,168.94,6,"0",12,33518,"0"
0.116703000000001,6,7,42157,153,27,"1",3,43901,"1"
0.246206000000001,4,6,40244,136.17,10,"0",13,46232,"1"
0.518667999999998,45,154,42083,149.47,22,"1",14,46352,"1"
0.518667999999998,88,318,43454,149.47,22,"1",14,46352,"1"
0.512065999999997,38,64,24650,206.9,6,"0",16,40934,"0"
0.195625,2,0,30474,167.36,5,"0",11,33518,"0"
0.362465,56,20,98426,152.4,20,"0",15,89521,"1"
0.293077999999994,60,48,53605,167.15,20,"0",9,48906,"1"
0.351251999999995,53,17,52632,152,8,"0",10,46339,"1"
0.380846999999996,5,1,65083,184.38,6,"0",17,82311,"1"
0.363796000000001,49,29,118070,133.82,30,"1",11,103114,"1"
0.217202,43,28,34957,136.74,20,"0",2,38086,"0"
0.425964,64,7,76331,166.12,18,"1",16,71853,"1"
0.293077999999994,48,0,53223,153,18,"0",8,48906,"1"
0.517561999999998,58,18,36775,156.36,6,"0",10,38384,"0"
0.384771999999998,52,23,79744,144.84,6,"0",9,72529,"1"
0.530994999999997,10,0,26563,263.53,6,"1",13,38599,"0"
0.382756000000001,5,0,64185,132.43,8,"1",20,64602,"1"
0.443017999999995,1,0,66050,162,26,"1",13,60653,"1"
0.407021,4,10,79939,207.66,18,"1",13,96795,"1"
0.359564999999996,10,0,62921,139.86,29,"1",10,68904,"1"
0.370725099999994,6,0,81314,198,32,"0",7,86411,"0"
0.444020999999999,53,31,75648,143.56,24,"1",16,69261,"1"
0.409137000000001,70,45,107010,186.9,31,"1",11,110663,"1"
0.200938000000001,16,6,35415,131.02,14,"0",5,36637,"1"
0.522902999999999,52,13,39331,130.94,6,"0",12,36869,"0"
0.244080999999994,37,0,43726,178.73,6,"0",17,46927,"1"
0.332190999999995,129,0,46314,215.92,3,"0",15,49135,"0"
0.574242999999996,73,36,27377,186.29,6,"0",22,34641,"0"
0.184007999999999,67,6,51974,152,12,"1",12,45310,"1"
0.517795999999997,80,28,32976,156.48,13,"1",14,37661,"1"
0.336216999999998,51,38,70517,134.72,24,"1",18,75483,"1"
0.506063999999995,61,29,31994,165.66,6,"0",18,39114,"0"
0.492807999999997,259,186,49368,148.68,25,"1",9,60785,"1"
0.360222999999998,15,0,53268,153,30,"1",16,61931,"1"
0.206395000000001,54,40,54148,162.52,15,"1",4,49915,"1"
0.361528999999997,1,0,46215,190.2,29,"1",17,43458,"1"
0.271814999999997,72,0,51330,173,14,"0",3,52646,"1"
0.511012999999998,50,15,38220,155.68,13,"1",16,34439,"1"
0.512065999999997,10,62,30792,139.65,6,"0",16,40934,"0"
0.394788999999996,5,0,104935,304,26,"1",11,107168,"1"
0.517561999999998,80,92,42966,145,6,"0",10,38384,"0"
0.506063999999995,41,25,36958,134.75,6,"0",18,39114,"0"
0.378417999999996,12,4,65267,168.54,28,"1",9,65934,"1"
0.351251999999995,16,12,46852,148.34,20,"1",9,46339,"1"
0.610886999999998,43,28,40427,145.2,9,"0",9,39766,"1"
0.448653,40,22,103760,133,13,"1",12,89261,"1"
0.522584999999999,16,45,30963,164.07,32,"1",14,33820,"1"
0.427459999999996,13,8,77626,219,18,"1",6,86141,"1"
0.419902,74,22,81492,204.93,21,"1",17,80810,"1"
0.379587999999998,43,34,62412,141,27,"0",11,58092,"1"
0.442211,37,37,87218,136.44,26,"1",16,77070,"1"
0.316814000000001,14,0,94767,139.29,27,"0",9,79885,"1"
0.460750999999995,66,27,102611,200.76,10,"0",13,103884,"1"
0.509567999999994,6,11,28078,187.55,7,"0",16,38156,"0"
0.419584999999998,39,0,60011,151.64,27,"1",18,75239,"1"
0.286727999999997,62,19,62325,159.81,11,"1",9,67039,"1"
0.359666999999995,8,0,47714,136.23,24,"1",16,43307,"1"
0.573926999999998,14,121,26242,131.47,6,"0",18,31485,"0"
0.359829999999995,57,0,54988,136.03,28,"1",11,54263,"1"
0.522584999999999,62,18,35727,144.15,13,"1",14,33820,"1"
0.506243999999995,80,164,27756,216.17,6,"0",17,39940,"0"
0.522902999999999,14,10,38150,142.86,12,"0",12,36869,"1"
0.517561999999998,42,39,42623,153.91,10,"0",9,38384,"1"
0.553934999999996,81,53,38964,225.85,6,"0",19,42336,"0"
0.404592999999998,42,38,66500,151.13,10,"0",8,63949,"1"
0.296816,38,0,65598,167.08,25,"1",8,59645,"1"
0.329139999999995,52,0,70615,212.42,20,"1",7,80504,"1"
0.550053999999996,140,95,40683,153.63,3,"0",22,44446,"0"
0.446906999999996,39,37,59961,153.1,16,"1",14,68178,"1"
0.519208999999996,248,141,36530,143.72,6,"1",12,37700,"0"
0.279114999999997,38,25,52659,136.35,18,"1",16,57277,"1"
0.444499,49,23,72503,148.96,14,"1",16,64765,"1"
0.475118999999999,48,122,61316,154.61,9,"1",18,56523,"0"
0.476212999999994,257,87,66862,164.52,5,"1",14,74522,"0"
0.490831999999997,63,61,54838,137.68,25,"0",13,46667,"1"
0.340336000000001,7,2,54454,159.77,24,"1",19,65240,"1"
0.350676999999997,45,55,45484,139.17,16,"0",10,45177,"1"
0.221800999999999,10,7,35249,187.24,6,"1",15,45110,"0"
0.381436000000001,80,7,62985,208.78,22,"1",16,60459,"1"
0.366361999999995,47,65,63360,149.78,6,"0",17,65567,"0"
0.450240000000001,59,57,86643,148.31,29,"1",14,74411,"1"
0.517561999999998,42,35,40243,130.46,12,"0",9,38384,"1"
0.517561999999998,6,9,40875,146.79,11,"0",9,38384,"1"
0.330452000000001,46,11,45632,206,16,"1",14,56356,"1"
0.404585999999995,13,100,61116,192.26,9,"0",10,56107,"1"
0.329139999999995,53,18,73759,192.52,20,"1",7,80504,"1"
0.438592,61,0,100039,258,18,"1",7,99644,"1"
0.517561999999998,43,27,42299,154.85,10,"1",9,38384,"1"
0.377144999999999,54,0,54632,164.74,22,"1",14,66938,"1"
0.369858999999998,8,0,52708,206.8,13,"1",13,55208,"1"
0.217202,49,0,36618,136,20,"0",2,38086,"0"
0.241738999999995,55,15,40754,220.84,3,"0",15,41324,"0"
0.358722,40,49,83085,130.59,20,"0",10,75566,"1"
0.257346999999996,78,54,55795,134.6,6,"0",14,46634,"1"
0.484806999999996,60,29,64052,138.95,32,"1",9,62595,"1"
0.281562000000001,61,25,56626,156.82,15,"0",8,58174,"1"
0.357577999999997,41,10,55259,162.87,26,"1",12,84981,"1"
0.426182999999995,31,41,32468,154,25,"1",17,31686,"1"
0.527403999999997,39,30,74356,148.61,6,"0",8,65768,"1"
0.409541999999995,229,90,46060,219.28,5,"0",13,69716,"0"
0.283466999999995,1,0,60967,136.14,6,"1",8,54824,"1"
0.328523999999994,40,22,71486,138.21,18,"0",13,64266,"1"
0.331491,57,38,75550,145.6,14,"1",12,86631,"1"
0.517725999999996,62,0,30868,208.96,7,"0",14,36411,"0"
0.438247999999994,38,35,84082,176.02,27,"0",8,87496,"1"
0.517725999999996,47,73,37279,130.64,6,"0",14,36411,"0"
0.363796000000001,57,4,108696,133.4,33,"1",14,103114,"1"
0.403230999999998,4,1,69677,203.8,23,"1",12,72589,"1"
0.443017999999995,1,0,57458,161.86,26,"1",13,60653,"1"
0.459229000000001,59,56,94673,155.8,7,"0",14,90658,"1"
0.312576,48,51,98224,138.46,12,"1",8,89166,"1"
0.640687999999997,36,3,48192,139.03,6,"0",3,52915,"1"
0.406407999999999,1,0,47451,132.77,28,"1",13,46679,"1"
0.354746999999996,57,34,53071,188.43,5,"0",11,54191,"0"
0.293077999999994,57,31,51357,151.88,13,"0",12,48141,"1"
0.549315,10,1,27072,181,6,"0",19,34854,"0"
0.509841999999999,9,0,69067,130.31,4,"0",16,67509,"0"
0.333658,165,0,74194,186,15,"1",15,77757,"1"
0.522371999999997,57,22,30968,169.53,7,"0",12,38281,"0"
0.250014999999998,38,43,57936,155,9,"1",4,59121,"1"
0.209021999999997,32,49,38614,138.81,11,"0",14,38841,"1"
0.309810999999996,39,47,66758,182.75,8,"1",12,74909,"1"
0.414110000000001,66,41,82353,131.75,24,"1",18,83520,"1"
0.346426000000001,55,52,62332,144.39,27,"0",10,64222,"1"
0.512065999999997,52,119,26989,178.15,32,"0",15,40934,"1"
0.484806999999996,63,0,61893,138.95,32,"1",9,62595,"1"
0.247080999999994,38,20,44765,161.4,11,"1",17,42943,"1"
0.351016999999999,6,12,64028,135.88,28,"1",8,57333,"1"
0.382688999999999,32,48,77174,258.51,6,"1",16,100694,"1"
0.546498,8,18,50876,137,11,"0",5,50908,"1"
0.509841999999999,61,19,64495,178,5,"1",17,67509,"0"
0.367446999999999,43,82,50123,159.61,6,"1",14,53315,"0"
0.480644999999996,34,15,86941,137.91,11,"1",12,65354,"1"
0.410848999999999,73,9,85257,142.16,5,"0",14,64574,"0"
0.314428999999997,47,12,49711,134.78,33,"1",16,50982,"1"
0.432989999999997,30,3,74809,152.39,32,"1",17,62705,"1"
0.405006999999998,1,0,70104,194,23,"1",9,73380,"1"
0.382926999999995,50,13,42022,130.41,6,"0",14,37601,"0"
0.523322,31,3,28720,229.81,6,"1",14,41560,"0"
0.499980999999998,7,0,80552,145,26,"0",3,76071,"1"
0.510784999999998,8,9,32938,160,11,"1",17,35393,"1"
0.363869000000001,39,32,83964,166.74,18,"1",10,85047,"1"
0.303840999999998,21,3,40176,175.48,19,"1",11,36432,"1"
0.239416999999996,37,13,62654,175.57,16,"0",6,56080,"1"
0.509567999999994,57,29,35816,141.56,7,"0",16,38156,"0"
0.313961999999997,42,26,77443,170.19,15,"0",9,70205,"1"
0.357872999999998,8,0,108255,147.8,18,"1",18,103630,"1"
0.412523,59,48,85003,138.82,14,"1",15,75536,"1"
0.335003,58,15,41516,145.73,6,"0",11,44062,"0"
0.374035999999997,52,16,92208,291.19,30,"1",11,84349,"1"
0.530051999999998,3,7,44907,191.51,4,"0",19,39177,"0"
0.359666999999995,35,33,45879,136.23,24,"1",17,43307,"1"
0.549315,155,41,21664,228.5,6,"0",21,34854,"0"
0.374383999999999,29,0,91294,139.66,9,"1",17,85059,"1"
0.517795999999997,23,26,34455,138.01,32,"1",14,37661,"1"
0.334128,36,16,110174,139.78,18,"1",17,99166,"0"
0.371226,41,62,50589,132.44,24,"1",16,49307,"1"
0.212876999999999,29,4,59731,167.42,9,"0",5,55502,"1"
0.413094000000001,3,0,102031,207.78,15,"0",13,90017,"1"
0.196632000000001,48,59,29028,137.8,6,"1",15,29747,"0"
0.335878999999998,26,32,100465,163.54,26,"1",13,78799,"1"
0.342183999999996,57,41,96990,139.19,9,"1",10,91192,"1"
0.335895999999998,60,58,85810,132.62,11,"1",13,75539,"1"
0.314428999999997,86,20,55516,192.74,33,"1",14,50982,"1"
0.346426000000001,8,20,66966,149.63,26,"0",10,64222,"1"
0.372391,65,0,74748,198,27,"1",13,65074,"1"
0.404348999999996,3,6,58434,166,23,"1",15,64573,"1"
0.368693,5,13,66143,167.82,16,"0",20,75858,"1"
0.517561999999998,35,13,24672,274,16,"0",9,38384,"1"
0.526344999999999,71,34,46235,137.56,6,"1",17,40612,"0"
0.404585999999995,40,35,60126,151.35,9,"0",10,56107,"1"
0.501582999999997,35,0,74743,194,4,"0",13,69655,"0"
0.517725999999996,40,45,36587,157.16,18,"0",14,36411,"1"
0.384585999999999,21,0,115466,132.94,6,"0",10,112353,"1"
0.512065999999997,72,81,28974,167.74,6,"0",16,40934,"0"
0.567184999999995,35,34,39121,152.86,18,"0",13,37937,"1"
0.450240000000001,37,27,91333,135.11,28,"1",14,74411,"1"
0.335003,55,17,45678,134.64,6,"0",11,44062,"0"
0.419035999999998,65,17,74890,153.56,6,"1",15,77424,"0"
0.356389,4,0,101097,197.83,33,"1",13,106925,"1"
0.363796000000001,41,0,87330,137.41,31,"1",11,103114,"1"
0.503889999999998,34,20,9763,338.03,30,"1",13,43211,"1"
0.503889999999998,45,21,6450,338.03,30,"1",13,43211,"1"
0.503889999999998,33,59,6272,338.03,30,"1",13,43211,"1"
0.488301,33,12,27776,154.81,6,"0",19,35730,"0"
0.522584999999999,2,11,26274,192.21,32,"0",14,33820,"1"
0.410471000000001,31,2,49341,139.44,22,"0",14,51827,"1"
0.517795999999997,55,10,36804,149.17,13,"1",14,37661,"1"
0.413787999999997,19,4,80567,134.05,21,"1",19,68665,"1"
0.471537999999995,49,11,22233,224.9,6,"0",18,42342,"0"
0.352103,64,28,57889,183.63,28,"1",17,52587,"1"
0.517561999999998,61,21,47559,197.44,10,"0",9,38384,"1"
0.445912999999997,53,35,64575,154.86,12,"1",7,88193,"1"
0.351016999999999,79,62,66254,151.69,32,"1",6,57333,"1"
0.432989999999997,61,0,65293,152.39,32,"1",17,62705,"1"
0.530960999999998,56,23,36171,201.82,5,"1",14,45149,"0"
0.522902999999999,41,30,38765,150.91,7,"0",13,36869,"0"
0.403230999999998,44,28,75687,203.47,27,"1",12,72589,"1"
0.428926999999995,4,13,74606,140.07,24,"0",16,66919,"1"
0.314884999999997,30,8,65923,197.2,32,"1",3,66300,"1"
0.304254,33,65,43296,145.05,13,"0",11,46072,"1"
0.449520999999997,121,25,53950,155.7,28,"1",18,66864,"1"
0.299786999999995,42,12,45239,176.84,24,"0",15,50526,"1"
0.371414999999999,37,10,108207,208.86,6,"1",13,93224,"1"
0.344463999999995,40,19,63104,145,24,"1",8,59025,"1"
0.384740000000001,111,65,76228,225.64,10,"1",9,63185,"1"
0.379734999999997,58,11,47234,156.67,16,"0",9,39994,"1"
0.512065999999997,53,91,35707,138.63,6,"0",16,40934,"0"
0.221800999999999,33,3,45047,139.41,5,"1",15,45110,"0"
0.401682999999998,33,1,118130,182.85,8,"1",14,127430,"1"
0.401682999999998,28,8,117648,185.3,11,"1",15,127430,"1"
0.335878999999998,3,22,85301,163.54,26,"1",13,78799,"1"
0.428926999999995,59,17,84958,140.07,24,"0",17,66919,"1"
0.454138,61,23,126903,193.85,6,"1",9,118404,"1"
0.391413,156,0,80080,252,12,"0",14,92672,"1"
0.24512,53,18,55729,134.58,6,"1",16,45943,"0"
0.293077999999994,45,24,51653,169.79,18,"0",8,48906,"1"
0.414110000000001,32,54,88085,132.26,24,"1",18,83520,"1"
0.411688999999996,31,0,64851,154.2,6,"0",4,64868,"1"
0.559708999999998,56,47,41218,138.29,6,"0",9,42127,"0"
0.401221,23,2,64286,150.89,16,"1",16,61067,"1"
0.214359999999999,48,32,48444,135.21,11,"0",6,45617,"1"
0.404730999999998,81,5,139786,154.88,10,"0",14,129969,"0"
0.212876999999999,55,0,69207,177.73,10,"0",5,55502,"1"
0.399567999999995,39,33,93037,141.88,20,"0",18,85478,"1"
0.336262999999995,31,9,52045,137.96,11,"1",15,47048,"1"
0.549315,22,39,29517,137.89,7,"0",19,34854,"0"
0.549315,27,12,37394,139.06,6,"0",19,34854,"0"
0.438247999999994,50,11,86018,174.15,27,"0",8,87496,"1"
0.415748999999998,2,0,75484,132.48,24,"1",18,83717,"1"
0.507329999999996,1,1,53803,135.31,6,"0",15,46048,"0"
0.438660999999996,3,11,59182,132.98,9,"0",16,60452,"1"
0.517561999999998,58,71,34523,138.46,21,"0",9,38384,"1"
0.377144999999999,51,22,77324,130.62,22,"1",14,66938,"1"
0.629649000000001,30,1,57324,139.56,9,"0",7,36912,"1"
0.377451000000001,15,0,59584,158.6,16,"1",8,51255,"1"
0.415628999999996,42,25,59777,179,23,"1",20,53730,"1"
0.438247999999994,68,25,86289,231.55,27,"0",8,87496,"1"
0.340573999999997,25,2,64421,131.17,17,"0",6,57942,"1"
0.522902999999999,245,75,36696,147.43,12,"0",12,36869,"1"
0.413028999999995,22,8,91744,218,24,"1",12,100577,"1"
0.465744999999998,1,0,98655,223,17,"1",2,100806,"0"
0.439569999999996,28,7,76297,179.3,8,"1",16,76971,"1"
0.206395000000001,47,26,49532,166.56,15,"1",4,49915,"1"
0.247080999999994,44,19,48328,161.4,11,"1",17,42943,"1"
0.522584999999999,18,33,34404,195.62,14,"1",14,33820,"1"
0.522902999999999,34,5,43543,142.39,14,"0",12,36869,"1"
0.378357999999999,2,0,111825,148,10,"1",17,98686,"1"
0.217362999999999,31,20,31145,150.91,7,"1",19,45296,"0"
0.478961999999996,19,32,95924,163.15,20,"0",4,87365,"1"
0.449520999999997,6,4,54346,206.09,18,"1",16,66864,"1"
0.379379,11,23,110012,136.35,18,"1",10,114907,"1"
0.312576,62,42,91229,196.21,12,"1",9,89166,"1"
0.270682999999998,17,10,49833,178.6,4,"0",13,45920,"0"
0.332190999999995,10,7,52807,213.99,3,"0",14,49135,"0"
0.206395000000001,20,13,52247,162.69,15,"1",4,49915,"1"
0.435683999999995,24,8,86331,159.85,9,"1",18,90867,"1"
0.239346999999995,10,2,57035,157.8,9,"0",14,54842,"1"
0.116703000000001,24,37,42046,139.85,30,"1",3,43901,"1"
0.519332999999996,25,31,43257,141.48,6,"1",14,40638,"0"
0.449767999999999,47,31,45280,163.43,31,"1",16,49933,"1"
0.458379000000001,34,32,99718,134.38,6,"0",14,81801,"0"
0.488485999999995,10,7,51970,139.41,25,"1",12,51678,"1"
0.377077999999997,31,14,48820,149.53,8,"0",13,46112,"1"
0.369858999999998,9,4,68068,238,13,"1",14,55208,"1"
0.494948000000001,38,35,95621,144.32,5,"1",12,75490,"0"
0.351056999999997,31,38,52090,164.14,18,"1",7,47875,"1"
0.207011999999999,17,32,31821,130.42,15,"0",10,31844,"1"
0.390024999999994,45,0,82988,241,9,"0",5,84680,"1"
0.53134,3,4,37427,130.12,6,"1",9,38647,"0"
0.200334999999995,22,23,53753,141.39,29,"1",2,47847,"1"
0.220886,39,60,60443,131.2,27,"1",7,56901,"1"
